id,Kmeans_10,target
6357,0,Class_2
6358,7,Class_2
6359,0,Class_2
6360,0,Class_2
6361,0,Class_2
6362,0,Class_2
6363,0,Class_2
6364,9,Class_2
6365,0,Class_2
6366,0,Class_2
6367,0,Class_2
6368,0,Class_2
6369,0,Class_2
6370,0,Class_2
6371,0,Class_2
6372,0,Class_2
6373,0,Class_2
6374,0,Class_2
6375,0,Class_2
6376,0,Class_2
6377,0,Class_2
6378,0,Class_2
6379,0,Class_2
6380,0,Class_2
6381,0,Class_2
6382,0,Class_2
6383,0,Class_2
6384,0,Class_2
6385,0,Class_2
6386,0,Class_2
6387,0,Class_2
6388,0,Class_2
6389,0,Class_2
6390,0,Class_2
6391,0,Class_2
6392,0,Class_2
6393,0,Class_2
6394,8,Class_2
6395,0,Class_2
6396,0,Class_2
6397,0,Class_2
6398,0,Class_2
6399,0,Class_2
6400,0,Class_2
6401,0,Class_2
6402,0,Class_2
6403,0,Class_2
6404,0,Class_2
6405,0,Class_2
6406,0,Class_2
6407,0,Class_2
6408,8,Class_2
6409,0,Class_2
6410,0,Class_2
6411,0,Class_2
6412,0,Class_2
6413,0,Class_2
6414,0,Class_2
6415,0,Class_2
6416,0,Class_2
6417,0,Class_2
6418,0,Class_2
6419,0,Class_2
6420,0,Class_2
6421,0,Class_2
6422,0,Class_2
6423,0,Class_2
6424,0,Class_2
6425,0,Class_2
6426,0,Class_2
6427,0,Class_2
6428,0,Class_2
6429,0,Class_2
6430,0,Class_2
6431,1,Class_2
6432,0,Class_2
6433,0,Class_2
6434,0,Class_2
6435,0,Class_2
6436,0,Class_2
6437,0,Class_2
6438,8,Class_2
6439,8,Class_2
6440,0,Class_2
6441,0,Class_2
6442,0,Class_2
6443,8,Class_2
6444,0,Class_2
6445,0,Class_2
6446,0,Class_2
6447,0,Class_2
6448,0,Class_2
6449,0,Class_2
6450,8,Class_2
6451,0,Class_2
6452,0,Class_2
6453,0,Class_2
6454,0,Class_2
6455,0,Class_2
6456,0,Class_2
6457,0,Class_2
6458,0,Class_2
6459,0,Class_2
6460,0,Class_2
6461,0,Class_2
6462,0,Class_2
6463,0,Class_2
6464,0,Class_2
6465,0,Class_2
6466,0,Class_2
6467,8,Class_2
6468,0,Class_2
6469,0,Class_2
6470,8,Class_2
6471,0,Class_2
6472,8,Class_2
6473,0,Class_2
6474,0,Class_2
6475,0,Class_2
6476,0,Class_2
6477,0,Class_2
6478,0,Class_2
6479,0,Class_2
6480,0,Class_2
6481,0,Class_2
6482,0,Class_2
6483,0,Class_2
6484,0,Class_2
6485,0,Class_2
6486,0,Class_2
6487,0,Class_2
6488,0,Class_2
6489,0,Class_2
6490,8,Class_2
6491,0,Class_2
6492,0,Class_2
6493,8,Class_2
6494,0,Class_2
6495,0,Class_2
6496,0,Class_2
6497,0,Class_2
6498,0,Class_2
6499,0,Class_2
6500,0,Class_2
6501,0,Class_2
6502,0,Class_2
6503,0,Class_2
6504,8,Class_2
6505,0,Class_2
6506,0,Class_2
6507,0,Class_2
6508,0,Class_2
6509,8,Class_2
6510,0,Class_2
6511,0,Class_2
6512,0,Class_2
6513,0,Class_2
6514,0,Class_2
6515,0,Class_2
6516,0,Class_2
6517,0,Class_2
6518,0,Class_2
6519,0,Class_2
6520,0,Class_2
6521,0,Class_2
6522,0,Class_2
6523,0,Class_2
6524,0,Class_2
6525,0,Class_2
6526,0,Class_2
6527,8,Class_2
6528,0,Class_2
6529,0,Class_2
6530,8,Class_2
6531,0,Class_2
6532,0,Class_2
6533,0,Class_2
6534,0,Class_2
6535,0,Class_2
6536,0,Class_2
6537,1,Class_2
6538,0,Class_2
6539,0,Class_2
6540,0,Class_2
6541,0,Class_2
6542,8,Class_2
6543,8,Class_2
6544,8,Class_2
6545,8,Class_2
6546,0,Class_2
6547,0,Class_2
6548,0,Class_2
6549,0,Class_2
6550,0,Class_2
6551,0,Class_2
6552,0,Class_2
6553,0,Class_2
6554,0,Class_2
6555,0,Class_2
6556,0,Class_2
6557,0,Class_2
6558,8,Class_2
6559,0,Class_2
6560,0,Class_2
6561,0,Class_2
6562,0,Class_2
6563,1,Class_2
6564,0,Class_2
6565,8,Class_2
6566,8,Class_2
6567,0,Class_2
6568,0,Class_2
6569,0,Class_2
6570,0,Class_2
6571,0,Class_2
6572,0,Class_2
6573,0,Class_2
6574,0,Class_2
6575,0,Class_2
6576,0,Class_2
6577,0,Class_2
6578,0,Class_2
6579,0,Class_2
6580,8,Class_2
6581,0,Class_2
6582,0,Class_2
6583,8,Class_2
6584,0,Class_2
6585,0,Class_2
6586,0,Class_2
6587,0,Class_2
6588,0,Class_2
6589,8,Class_2
6590,0,Class_2
6591,0,Class_2
6592,0,Class_2
6593,0,Class_2
6594,0,Class_2
6595,0,Class_2
6596,0,Class_2
6597,0,Class_2
6598,0,Class_2
6599,0,Class_2
6600,0,Class_2
6601,0,Class_2
6602,0,Class_2
6603,0,Class_2
6604,0,Class_2
6605,0,Class_2
6606,0,Class_2
6607,0,Class_2
6608,0,Class_2
6609,0,Class_2
6610,0,Class_2
6611,0,Class_2
6612,0,Class_2
6613,0,Class_2
6614,0,Class_2
6615,0,Class_2
6616,0,Class_2
6617,0,Class_2
6618,0,Class_2
6619,0,Class_2
6620,8,Class_2
6621,0,Class_2
6622,0,Class_2
6623,0,Class_2
6624,0,Class_2
6625,0,Class_2
6626,0,Class_2
6627,8,Class_2
6628,0,Class_2
6629,0,Class_2
6630,0,Class_2
6631,0,Class_2
6632,0,Class_2
6633,0,Class_2
6634,1,Class_2
6635,0,Class_2
6636,8,Class_2
6637,0,Class_2
6638,0,Class_2
6639,0,Class_2
6640,0,Class_2
6641,0,Class_2
6642,0,Class_2
6643,0,Class_2
6644,0,Class_2
6645,0,Class_2
6646,0,Class_2
6647,0,Class_2
6648,0,Class_2
6649,0,Class_2
6650,0,Class_2
6651,1,Class_2
6652,8,Class_2
6653,0,Class_2
6654,0,Class_2
6655,0,Class_2
6656,0,Class_2
6657,0,Class_2
6658,0,Class_2
6659,8,Class_2
6660,0,Class_2
6661,0,Class_2
6662,0,Class_2
6663,0,Class_2
6664,0,Class_2
6665,0,Class_2
6666,0,Class_2
6667,0,Class_2
6668,0,Class_2
6669,0,Class_2
6670,0,Class_2
6671,0,Class_2
6672,0,Class_2
6673,0,Class_2
6674,0,Class_2
6675,0,Class_2
6676,8,Class_2
6677,8,Class_2
6678,8,Class_2
6679,0,Class_2
6680,0,Class_2
6681,0,Class_2
6682,0,Class_2
6683,0,Class_2
6684,0,Class_2
6685,0,Class_2
6686,0,Class_2
6687,0,Class_2
6688,0,Class_2
6689,0,Class_2
6690,0,Class_2
6691,0,Class_2
6692,0,Class_2
6693,0,Class_2
6694,0,Class_2
6695,0,Class_2
6696,8,Class_2
6697,0,Class_2
6698,0,Class_2
6699,0,Class_2
6700,8,Class_2
6701,0,Class_2
6702,0,Class_2
6703,0,Class_2
6704,0,Class_2
6705,0,Class_2
6706,0,Class_2
6707,0,Class_2
6708,0,Class_2
6709,8,Class_2
6710,0,Class_2
6711,0,Class_2
6712,0,Class_2
6713,0,Class_2
6714,0,Class_2
6715,0,Class_2
6716,0,Class_2
6717,0,Class_2
6718,0,Class_2
6719,8,Class_2
6720,0,Class_2
6721,8,Class_2
6722,0,Class_2
6723,0,Class_2
6724,0,Class_2
6725,8,Class_2
6726,0,Class_2
6727,0,Class_2
6728,0,Class_2
6729,7,Class_2
6730,0,Class_2
6731,0,Class_2
6732,0,Class_2
6733,0,Class_2
6734,0,Class_2
6735,0,Class_2
6736,0,Class_2
6737,0,Class_2
6738,0,Class_2
6739,0,Class_2
6740,0,Class_2
6741,0,Class_2
6742,0,Class_2
6743,0,Class_2
6744,0,Class_2
6745,8,Class_2
6746,0,Class_2
6747,8,Class_2
6748,0,Class_2
6749,0,Class_2
6750,0,Class_2
6751,8,Class_2
6752,8,Class_2
6753,0,Class_2
6754,0,Class_2
6755,1,Class_2
6756,1,Class_2
6757,0,Class_2
6758,0,Class_2
6759,0,Class_2
6760,0,Class_2
6761,0,Class_2
6762,0,Class_2
6763,0,Class_2
6764,8,Class_2
6765,0,Class_2
6766,8,Class_2
6767,0,Class_2
6768,0,Class_2
6769,0,Class_2
6770,0,Class_2
6771,0,Class_2
6772,0,Class_2
6773,0,Class_2
6774,0,Class_2
6775,0,Class_2
6776,0,Class_2
6777,3,Class_2
6778,0,Class_2
6779,0,Class_2
6780,0,Class_2
6781,0,Class_2
6782,0,Class_2
6783,0,Class_2
6784,0,Class_2
6785,0,Class_2
6786,0,Class_2
6787,0,Class_2
6788,0,Class_2
6789,0,Class_2
6790,0,Class_2
6791,0,Class_2
6792,0,Class_2
6793,8,Class_2
6794,0,Class_2
6795,0,Class_2
6796,0,Class_2
6797,0,Class_2
6798,0,Class_2
6799,0,Class_2
6800,0,Class_2
6801,0,Class_2
6802,8,Class_2
6803,8,Class_2
6804,0,Class_2
6805,0,Class_2
6806,0,Class_2
6807,0,Class_2
6808,0,Class_2
6809,0,Class_2
6810,0,Class_2
6811,0,Class_2
6812,0,Class_2
6813,0,Class_2
6814,0,Class_2
6815,0,Class_2
6816,0,Class_2
6817,0,Class_2
6818,0,Class_2
6819,0,Class_2
6820,0,Class_2
6821,0,Class_2
6822,0,Class_2
6823,0,Class_2
6824,0,Class_2
6825,0,Class_2
6826,0,Class_2
6827,0,Class_2
6828,0,Class_2
6829,0,Class_2
6830,0,Class_2
6831,0,Class_2
6832,0,Class_2
6833,0,Class_2
6834,0,Class_2
6835,0,Class_2
6836,0,Class_2
6837,8,Class_2
6838,0,Class_2
6839,0,Class_2
6840,0,Class_2
6841,0,Class_2
6842,0,Class_2
6843,8,Class_2
6844,0,Class_2
6845,0,Class_2
6846,0,Class_2
6847,0,Class_2
6848,0,Class_2
6849,0,Class_2
6850,0,Class_2
6851,0,Class_2
6852,0,Class_2
6853,0,Class_2
6854,0,Class_2
6855,8,Class_2
6856,0,Class_2
6857,0,Class_2
6858,0,Class_2
6859,0,Class_2
6860,0,Class_2
6861,0,Class_2
6862,0,Class_2
6863,0,Class_2
6864,0,Class_2
6865,3,Class_2
6866,0,Class_2
6867,0,Class_2
6868,0,Class_2
6869,0,Class_2
6870,0,Class_2
6871,0,Class_2
6872,0,Class_2
6873,0,Class_2
6874,0,Class_2
6875,0,Class_2
6876,0,Class_2
6877,0,Class_2
6878,0,Class_2
6879,0,Class_2
6880,0,Class_2
6881,0,Class_2
6882,1,Class_2
6883,0,Class_2
6884,0,Class_2
6885,0,Class_2
6886,0,Class_2
6887,0,Class_2
6888,0,Class_2
6889,0,Class_2
6890,0,Class_2
6891,0,Class_2
6892,8,Class_2
6893,0,Class_2
6894,0,Class_2
6895,0,Class_2
6896,0,Class_2
6897,8,Class_2
6898,0,Class_2
6899,8,Class_2
6900,0,Class_2
6901,0,Class_2
6902,0,Class_2
6903,0,Class_2
6904,0,Class_2
6905,0,Class_2
6906,0,Class_2
6907,0,Class_2
6908,0,Class_2
6909,0,Class_2
6910,8,Class_2
6911,0,Class_2
6912,0,Class_2
6913,0,Class_2
6914,0,Class_2
6915,0,Class_2
6916,0,Class_2
6917,0,Class_2
6918,0,Class_2
6919,0,Class_2
6920,0,Class_2
6921,0,Class_2
6922,0,Class_2
6923,0,Class_2
6924,0,Class_2
6925,0,Class_2
6926,8,Class_2
6927,0,Class_2
6928,0,Class_2
6929,0,Class_2
6930,0,Class_2
6931,0,Class_2
6932,0,Class_2
6933,0,Class_2
6934,0,Class_2
6935,0,Class_2
6936,0,Class_2
6937,0,Class_2
6938,0,Class_2
6939,0,Class_2
6940,0,Class_2
6941,0,Class_2
6942,0,Class_2
6943,0,Class_2
6944,0,Class_2
6945,0,Class_2
6946,8,Class_2
6947,0,Class_2
6948,0,Class_2
6949,0,Class_2
6950,0,Class_2
6951,0,Class_2
6952,0,Class_2
6953,0,Class_2
6954,0,Class_2
6955,1,Class_2
6956,8,Class_2
6957,8,Class_2
6958,0,Class_2
6959,0,Class_2
6960,0,Class_2
6961,0,Class_2
6962,3,Class_2
6963,0,Class_2
6964,1,Class_2
6965,0,Class_2
6966,0,Class_2
6967,0,Class_2
6968,0,Class_2
6969,0,Class_2
6970,0,Class_2
6971,0,Class_2
6972,0,Class_2
6973,0,Class_2
6974,0,Class_2
6975,0,Class_2
6976,0,Class_2
6977,0,Class_2
6978,0,Class_2
6979,0,Class_2
6980,0,Class_2
6981,0,Class_2
6982,0,Class_2
6983,0,Class_2
6984,0,Class_2
6985,0,Class_2
6986,0,Class_2
6987,0,Class_2
6988,0,Class_2
6989,0,Class_2
6990,0,Class_2
6991,0,Class_2
6992,0,Class_2
6993,0,Class_2
6994,0,Class_2
6995,0,Class_2
6996,0,Class_2
6997,0,Class_2
6998,0,Class_2
6999,0,Class_2
7000,0,Class_2
7001,0,Class_2
7002,0,Class_2
7003,0,Class_2
7004,0,Class_2
7005,0,Class_2
7006,0,Class_2
7007,0,Class_2
7008,0,Class_2
7009,0,Class_2
7010,0,Class_2
7011,0,Class_2
7012,0,Class_2
7013,0,Class_2
7014,0,Class_2
7015,0,Class_2
7016,0,Class_2
7017,0,Class_2
7018,0,Class_2
7019,8,Class_2
7020,0,Class_2
7021,0,Class_2
7022,8,Class_2
7023,0,Class_2
7024,0,Class_2
7025,0,Class_2
7026,0,Class_2
7027,0,Class_2
7028,8,Class_2
7029,0,Class_2
7030,0,Class_2
7031,0,Class_2
7032,0,Class_2
7033,0,Class_2
7034,0,Class_2
7035,0,Class_2
7036,0,Class_2
7037,8,Class_2
7038,0,Class_2
7039,0,Class_2
7040,0,Class_2
7041,0,Class_2
7042,0,Class_2
7043,0,Class_2
7044,0,Class_2
7045,0,Class_2
7046,0,Class_2
7047,0,Class_2
7048,0,Class_2
7049,0,Class_2
7050,0,Class_2
7051,0,Class_2
7052,0,Class_2
7053,0,Class_2
7054,0,Class_2
7055,0,Class_2
7056,0,Class_2
7057,0,Class_2
7058,0,Class_2
7059,0,Class_2
7060,0,Class_2
7061,0,Class_2
7062,0,Class_2
7063,0,Class_2
7064,0,Class_2
7065,0,Class_2
7066,0,Class_2
7067,8,Class_2
7068,0,Class_2
7069,0,Class_2
7070,0,Class_2
7071,0,Class_2
7072,0,Class_2
7073,0,Class_2
7074,8,Class_2
7075,0,Class_2
7076,0,Class_2
7077,8,Class_2
7078,0,Class_2
7079,0,Class_2
7080,0,Class_2
7081,0,Class_2
7082,0,Class_2
7083,1,Class_2
7084,0,Class_2
7085,0,Class_2
7086,0,Class_2
7087,8,Class_2
7088,0,Class_2
7089,0,Class_2
7090,0,Class_2
7091,8,Class_2
7092,9,Class_2
7093,0,Class_2
7094,0,Class_2
7095,0,Class_2
7096,0,Class_2
7097,8,Class_2
7098,3,Class_2
7099,0,Class_2
7100,0,Class_2
7101,0,Class_2
7102,0,Class_2
7103,0,Class_2
7104,0,Class_2
7105,8,Class_2
7106,0,Class_2
7107,0,Class_2
7108,0,Class_2
7109,0,Class_2
7110,0,Class_2
7111,0,Class_2
7112,0,Class_2
7113,0,Class_2
7114,0,Class_2
7115,0,Class_2
7116,0,Class_2
7117,0,Class_2
7118,0,Class_2
7119,0,Class_2
7120,0,Class_2
7121,0,Class_2
7122,8,Class_2
7123,0,Class_2
7124,0,Class_2
7125,0,Class_2
7126,0,Class_2
7127,0,Class_2
7128,0,Class_2
7129,0,Class_2
7130,8,Class_2
7131,0,Class_2
7132,0,Class_2
7133,0,Class_2
7134,0,Class_2
7135,0,Class_2
7136,0,Class_2
7137,0,Class_2
7138,0,Class_2
7139,0,Class_2
7140,0,Class_2
7141,0,Class_2
7142,0,Class_2
7143,0,Class_2
7144,8,Class_2
7145,0,Class_2
7146,0,Class_2
7147,0,Class_2
7148,0,Class_2
7149,0,Class_2
7150,0,Class_2
7151,0,Class_2
7152,0,Class_2
7153,8,Class_2
7154,0,Class_2
7155,8,Class_2
7156,0,Class_2
7157,0,Class_2
7158,0,Class_2
7159,0,Class_2
7160,0,Class_2
7161,0,Class_2
7162,0,Class_2
7163,0,Class_2
7164,0,Class_2
7165,0,Class_2
7166,0,Class_2
7167,0,Class_2
7168,0,Class_2
7169,0,Class_2
7170,0,Class_2
7171,0,Class_2
7172,8,Class_2
7173,0,Class_2
7174,0,Class_2
7175,0,Class_2
7176,0,Class_2
7177,8,Class_2
7178,0,Class_2
7179,0,Class_2
7180,0,Class_2
7181,0,Class_2
7182,0,Class_2
7183,0,Class_2
7184,0,Class_2
7185,0,Class_2
7186,0,Class_2
7187,0,Class_2
7188,0,Class_2
7189,0,Class_2
7190,0,Class_2
7191,0,Class_2
7192,0,Class_2
7193,0,Class_2
7194,0,Class_2
7195,0,Class_2
7196,8,Class_2
7197,0,Class_2
7198,0,Class_2
7199,0,Class_2
7200,0,Class_2
7201,0,Class_2
7202,0,Class_2
7203,0,Class_2
7204,0,Class_2
7205,0,Class_2
7206,0,Class_2
7207,0,Class_2
7208,0,Class_2
7209,0,Class_2
7210,0,Class_2
7211,0,Class_2
7212,0,Class_2
7213,0,Class_2
7214,0,Class_2
7215,0,Class_2
7216,0,Class_2
7217,0,Class_2
7218,8,Class_2
7219,0,Class_2
7220,0,Class_2
7221,0,Class_2
7222,0,Class_2
7223,0,Class_2
7224,0,Class_2
7225,0,Class_2
7226,0,Class_2
7227,0,Class_2
7228,0,Class_2
7229,0,Class_2
7230,8,Class_2
7231,0,Class_2
7232,8,Class_2
7233,0,Class_2
7234,0,Class_2
7235,0,Class_2
7236,0,Class_2
7237,0,Class_2
7238,0,Class_2
7239,0,Class_2
7240,3,Class_2
7241,0,Class_2
7242,0,Class_2
7243,0,Class_2
7244,0,Class_2
7245,0,Class_2
7246,8,Class_2
7247,0,Class_2
7248,0,Class_2
7249,0,Class_2
7250,0,Class_2
7251,0,Class_2
7252,8,Class_2
7253,8,Class_2
7254,0,Class_2
7255,0,Class_2
7256,0,Class_2
7257,0,Class_2
7258,8,Class_2
7259,0,Class_2
7260,0,Class_2
7261,0,Class_2
7262,0,Class_2
7263,0,Class_2
7264,0,Class_2
7265,0,Class_2
7266,0,Class_2
7267,1,Class_2
7268,0,Class_2
7269,0,Class_2
7270,0,Class_2
7271,0,Class_2
7272,0,Class_2
7273,0,Class_2
7274,0,Class_2
7275,0,Class_2
7276,0,Class_2
7277,0,Class_2
7278,0,Class_2
7279,0,Class_2
7280,0,Class_2
7281,0,Class_2
7282,0,Class_2
7283,0,Class_2
7284,0,Class_2
7285,0,Class_2
7286,0,Class_2
7287,0,Class_2
7288,0,Class_2
7289,0,Class_2
7290,0,Class_2
7291,0,Class_2
7292,0,Class_2
7293,0,Class_2
7294,0,Class_2
7295,8,Class_2
7296,0,Class_2
7297,0,Class_2
7298,0,Class_2
7299,0,Class_2
7300,0,Class_2
7301,0,Class_2
7302,0,Class_2
7303,0,Class_2
7304,0,Class_2
7305,0,Class_2
7306,0,Class_2
7307,0,Class_2
7308,8,Class_2
7309,0,Class_2
7310,0,Class_2
7311,0,Class_2
7312,7,Class_2
7313,0,Class_2
7314,0,Class_2
7315,0,Class_2
7316,0,Class_2
7317,0,Class_2
7318,0,Class_2
7319,0,Class_2
7320,0,Class_2
7321,8,Class_2
7322,0,Class_2
7323,0,Class_2
7324,0,Class_2
7325,0,Class_2
7326,0,Class_2
7327,0,Class_2
7328,0,Class_2
7329,8,Class_2
7330,0,Class_2
7331,0,Class_2
7332,0,Class_2
7333,0,Class_2
7334,0,Class_2
7335,0,Class_2
7336,0,Class_2
7337,0,Class_2
7338,0,Class_2
7339,0,Class_2
7340,0,Class_2
7341,0,Class_2
7342,0,Class_2
7343,0,Class_2
7344,0,Class_2
7345,0,Class_2
7346,0,Class_2
7347,0,Class_2
7348,0,Class_2
7349,0,Class_2
7350,0,Class_2
7351,0,Class_2
7352,0,Class_2
7353,0,Class_2
7354,0,Class_2
7355,0,Class_2
7356,0,Class_2
7357,0,Class_2
7358,8,Class_2
7359,0,Class_2
7360,8,Class_2
7361,0,Class_2
7362,1,Class_2
7363,0,Class_2
7364,0,Class_2
7365,0,Class_2
7366,0,Class_2
7367,0,Class_2
7368,0,Class_2
7369,0,Class_2
7370,0,Class_2
7371,8,Class_2
7372,0,Class_2
7373,8,Class_2
7374,0,Class_2
7375,0,Class_2
7376,0,Class_2
7377,0,Class_2
7378,0,Class_2
7379,0,Class_2
7380,0,Class_2
7381,0,Class_2
7382,0,Class_2
7383,0,Class_2
7384,0,Class_2
7385,0,Class_2
7386,0,Class_2
7387,0,Class_2
7388,0,Class_2
7389,0,Class_2
7390,8,Class_2
7391,0,Class_2
7392,0,Class_2
7393,0,Class_2
7394,0,Class_2
7395,0,Class_2
7396,0,Class_2
7397,8,Class_2
7398,0,Class_2
7399,0,Class_2
7400,0,Class_2
7401,0,Class_2
7402,0,Class_2
7403,0,Class_2
7404,0,Class_2
7405,0,Class_2
7406,0,Class_2
7407,0,Class_2
7408,0,Class_2
7409,0,Class_2
7410,8,Class_2
7411,0,Class_2
7412,0,Class_2
7413,0,Class_2
7414,0,Class_2
7415,0,Class_2
7416,0,Class_2
7417,0,Class_2
7418,0,Class_2
7419,0,Class_2
7420,0,Class_2
7421,0,Class_2
7422,0,Class_2
7423,0,Class_2
7424,0,Class_2
7425,0,Class_2
7426,0,Class_2
7427,0,Class_2
7428,0,Class_2
7429,0,Class_2
7430,0,Class_2
7431,0,Class_2
7432,0,Class_2
7433,0,Class_2
7434,0,Class_2
7435,8,Class_2
7436,0,Class_2
7437,0,Class_2
7438,0,Class_2
7439,8,Class_2
7440,0,Class_2
7441,0,Class_2
7442,0,Class_2
7443,0,Class_2
7444,0,Class_2
7445,0,Class_2
7446,0,Class_2
7447,0,Class_2
7448,0,Class_2
7449,0,Class_2
7450,0,Class_2
7451,0,Class_2
7452,0,Class_2
7453,0,Class_2
7454,0,Class_2
7455,0,Class_2
7456,0,Class_2
7457,0,Class_2
7458,0,Class_2
7459,0,Class_2
7460,0,Class_2
7461,0,Class_2
7462,8,Class_2
7463,0,Class_2
7464,0,Class_2
7465,0,Class_2
7466,0,Class_2
7467,0,Class_2
7468,0,Class_2
7469,0,Class_2
7470,1,Class_2
7471,0,Class_2
7472,0,Class_2
7473,0,Class_2
7474,0,Class_2
7475,0,Class_2
7476,0,Class_2
7477,0,Class_2
7478,0,Class_2
7479,0,Class_2
7480,0,Class_2
7481,0,Class_2
7482,0,Class_2
7483,0,Class_2
7484,0,Class_2
7485,0,Class_2
7486,0,Class_2
7487,0,Class_2
7488,0,Class_2
7489,0,Class_2
7490,0,Class_2
7491,8,Class_2
7492,0,Class_2
7493,0,Class_2
7494,0,Class_2
7495,0,Class_2
7496,0,Class_2
7497,0,Class_2
7498,0,Class_2
7499,0,Class_2
7500,0,Class_2
7501,0,Class_2
7502,0,Class_2
7503,0,Class_2
7504,8,Class_2
7505,0,Class_2
7506,0,Class_2
7507,0,Class_2
7508,0,Class_2
7509,0,Class_2
7510,0,Class_2
7511,0,Class_2
7512,0,Class_2
7513,8,Class_2
7514,0,Class_2
7515,0,Class_2
7516,0,Class_2
7517,0,Class_2
7518,0,Class_2
7519,0,Class_2
7520,0,Class_2
7521,0,Class_2
7522,0,Class_2
7523,0,Class_2
7524,0,Class_2
7525,0,Class_2
7526,0,Class_2
7527,8,Class_2
7528,0,Class_2
7529,8,Class_2
7530,0,Class_2
7531,0,Class_2
7532,0,Class_2
7533,0,Class_2
7534,0,Class_2
7535,0,Class_2
7536,0,Class_2
7537,0,Class_2
7538,0,Class_2
7539,0,Class_2
7540,0,Class_2
7541,0,Class_2
7542,0,Class_2
7543,0,Class_2
7544,0,Class_2
7545,0,Class_2
7546,8,Class_2
7547,0,Class_2
7548,0,Class_2
7549,1,Class_2
7550,0,Class_2
7551,0,Class_2
7552,0,Class_2
7553,0,Class_2
7554,8,Class_2
7555,0,Class_2
7556,0,Class_2
7557,0,Class_2
7558,0,Class_2
7559,0,Class_2
7560,0,Class_2
7561,0,Class_2
7562,0,Class_2
7563,0,Class_2
7564,0,Class_2
7565,0,Class_2
7566,0,Class_2
7567,8,Class_2
7568,0,Class_2
7569,8,Class_2
7570,0,Class_2
7571,0,Class_2
7572,0,Class_2
7573,0,Class_2
7574,8,Class_2
7575,0,Class_2
7576,0,Class_2
7577,0,Class_2
7578,0,Class_2
7579,0,Class_2
7580,0,Class_2
7581,0,Class_2
7582,0,Class_2
7583,0,Class_2
7584,0,Class_2
7585,0,Class_2
7586,8,Class_2
7587,0,Class_2
7588,0,Class_2
7589,0,Class_2
7590,0,Class_2
7591,0,Class_2
7592,0,Class_2
7593,0,Class_2
7594,0,Class_2
7595,0,Class_2
7596,0,Class_2
7597,0,Class_2
7598,0,Class_2
7599,0,Class_2
7600,0,Class_2
7601,0,Class_2
7602,0,Class_2
7603,0,Class_2
7604,0,Class_2
7605,0,Class_2
7606,0,Class_2
7607,0,Class_2
7608,0,Class_2
7609,0,Class_2
7610,0,Class_2
7611,8,Class_2
7612,0,Class_2
7613,0,Class_2
7614,0,Class_2
7615,0,Class_2
7616,0,Class_2
7617,0,Class_2
7618,0,Class_2
7619,1,Class_2
7620,0,Class_2
7621,0,Class_2
7622,0,Class_2
7623,0,Class_2
7624,0,Class_2
7625,0,Class_2
7626,0,Class_2
7627,0,Class_2
7628,0,Class_2
7629,0,Class_2
7630,0,Class_2
7631,0,Class_2
7632,0,Class_2
7633,0,Class_2
7634,0,Class_2
7635,0,Class_2
7636,0,Class_2
7637,0,Class_2
7638,0,Class_2
7639,8,Class_2
7640,0,Class_2
7641,0,Class_2
7642,0,Class_2
7643,0,Class_2
7644,0,Class_2
7645,1,Class_2
7646,0,Class_2
7647,0,Class_2
7648,0,Class_2
7649,0,Class_2
7650,0,Class_2
7651,0,Class_2
7652,0,Class_2
7653,0,Class_2
7654,0,Class_2
7655,0,Class_2
7656,0,Class_2
7657,0,Class_2
7658,0,Class_2
7659,0,Class_2
7660,0,Class_2
7661,0,Class_2
7662,0,Class_2
7663,0,Class_2
7664,0,Class_2
7665,0,Class_2
7666,0,Class_2
7667,0,Class_2
7668,8,Class_2
7669,0,Class_2
7670,0,Class_2
7671,0,Class_2
7672,0,Class_2
7673,0,Class_2
7674,0,Class_2
7675,0,Class_2
7676,0,Class_2
7677,0,Class_2
7678,0,Class_2
7679,0,Class_2
7680,0,Class_2
7681,0,Class_2
7682,0,Class_2
7683,8,Class_2
7684,0,Class_2
7685,0,Class_2
7686,0,Class_2
7687,0,Class_2
7688,0,Class_2
7689,8,Class_2
7690,0,Class_2
7691,0,Class_2
7692,0,Class_2
7693,8,Class_2
7694,8,Class_2
7695,0,Class_2
7696,3,Class_2
7697,0,Class_2
7698,0,Class_2
7699,0,Class_2
7700,0,Class_2
7701,0,Class_2
7702,0,Class_2
7703,0,Class_2
7704,0,Class_2
7705,0,Class_2
7706,0,Class_2
7707,0,Class_2
7708,0,Class_2
7709,0,Class_2
7710,0,Class_2
7711,0,Class_2
7712,0,Class_2
7713,0,Class_2
7714,0,Class_2
7715,0,Class_2
7716,8,Class_2
7717,0,Class_2
7718,0,Class_2
7719,0,Class_2
7720,0,Class_2
7721,0,Class_2
7722,0,Class_2
7723,0,Class_2
7724,0,Class_2
7725,0,Class_2
7726,8,Class_2
7727,0,Class_2
7728,0,Class_2
7729,0,Class_2
7730,0,Class_2
7731,0,Class_2
7732,8,Class_2
7733,0,Class_2
7734,0,Class_2
7735,0,Class_2
7736,0,Class_2
7737,0,Class_2
7738,0,Class_2
7739,0,Class_2
7740,0,Class_2
7741,0,Class_2
7742,0,Class_2
7743,8,Class_2
7744,0,Class_2
7745,0,Class_2
7746,8,Class_2
7747,0,Class_2
7748,0,Class_2
7749,0,Class_2
7750,0,Class_2
7751,0,Class_2
7752,0,Class_2
7753,0,Class_2
7754,0,Class_2
